vote_2020,vote_intention,registration,age,gender,education,state,household_income,agegroup,race
Donald Trump,"Yes, I will vote",Registered,29,Female,"College Degree (such as B.A., B.S.)",UT,"$75,000 to $79,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,60,Male,"College Degree (such as B.A., B.S.)",MO,"$175,000 to $199,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,48,Female,Masters degree,IN,"$85,000 to $89,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,77,Female,"College Degree (such as B.A., B.S.)",OH,"$60,000 to $64,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,79,Male,"Completed some college, but no degree",CA,"$50,000 to $54,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,51,Female,"Completed some college, but no degree",CA,"$15,000 to $19,999",50 to 65,Other race
Donald Trump,"Yes, I will vote",Registered,57,Male,"Completed some college, but no degree",OH,"$35,000 to $39,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,57,Male,"College Degree (such as B.A., B.S.)",IL,"$25,000 to $29,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Masters degree,NY,"$200,000 to $249,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,70,Female,High school graduate,NY,"$35,000 to $39,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,37,Male,Completed some high school,FL,"Less than $14,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,58,Male,High school graduate,TX,"Less than $14,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,45,Female,Associate Degree,NE,"$55,000 to $59,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,65,Female,"Completed some college, but no degree",OR,"$35,000 to $39,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,65,Female,High school graduate,NC,"$20,000 to $24,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,52,Male,High school graduate,WA,"Less than $14,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,41,Female,"Completed some college, but no degree",FL,"$15,000 to $19,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,40,Male,"College Degree (such as B.A., B.S.)",TX,"$175,000 to $199,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,54,Male,High school graduate,KS,"$20,000 to $24,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,29,Female,"Completed some college, but no degree",CA,"$70,000 to $74,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,30,Male,High school graduate,WA,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,71,Female,"Completed some college, but no degree",AZ,"Less than $14,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,66,Male,"College Degree (such as B.A., B.S.)",NY,"$80,000 to $84,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,45,Male,Associate Degree,OK,"$30,000 to $34,999",35 to 50,American Indian or Alaska Native
Joe Biden,"Yes, I will vote",Registered,22,Male,High school graduate,MD,"$50,000 to $54,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,48,Female,Masters degree,OH,"$125,000 to $149,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,44,Male,Masters degree,WI,"$125,000 to $149,999",35 to 50,White
Donald Trump,Not sure,Registered,20,Male,"College Degree (such as B.A., B.S.)",TX,"$100,000 to $124,999",20 or less,White
Joe Biden,Not sure,Registered,26,Female,Completed some high school,NC,"$50,000 to $54,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,37,Male,"College Degree (such as B.A., B.S.)",IL,"$45,000 to $49,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,69,Male,"College Degree (such as B.A., B.S.)",TX,"$100,000 to $124,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,58,Female,High school graduate,MA,"$25,000 to $29,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,58,Male,"College Degree (such as B.A., B.S.)",VA,"$100,000 to $124,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,39,Female,"Completed some college, but no degree",NV,"$75,000 to $79,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,63,Male,"College Degree (such as B.A., B.S.)",NJ,"$100,000 to $124,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,70,Female,High school graduate,DE,"$20,000 to $24,999",65 to 80,"Black, or African American"
Donald Trump,Not sure,Registered,22,Male,3rd Grade or less,IN,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,22,Female,"Completed some college, but no degree",AZ,"$35,000 to $39,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,36,Male,"Completed some college, but no degree",TX,"Less than $14,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,62,Male,"College Degree (such as B.A., B.S.)",NY,"$250,000 and above",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Completed some high school,NY,"$20,000 to $24,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,25,Male,Completed some high school,WA,"$20,000 to $24,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,38,Male,Associate Degree,AZ,"$75,000 to $79,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,34,Female,Masters degree,MO,"$60,000 to $64,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,23,Female,High school graduate,AL,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,55,Male,"College Degree (such as B.A., B.S.)",AZ,"$70,000 to $74,999",50 to 65,"Black, or African American"
Donald Trump,Not sure,Registered,50,Female,Completed some high school,TX,"$25,000 to $29,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,18,Female,High school graduate,CA,"$30,000 to $34,999",20 or less,White
Joe Biden,"Yes, I will vote",Registered,33,Female,Completed some high school,MN,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,38,Male,"College Degree (such as B.A., B.S.)",NY,"$175,000 to $199,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,26,Male,"College Degree (such as B.A., B.S.)",CA,"$60,000 to $64,999",21 to 35,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,36,Male,High school graduate,LA,"$70,000 to $74,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,50,Male,"Completed some college, but no degree",LA,"$30,000 to $34,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,21,Male,Completed some high school,NY,"$45,000 to $49,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,65,Female,Completed some high school,CT,"$35,000 to $39,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,40,Male,"Completed some college, but no degree",AL,"$75,000 to $79,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,32,Female,Associate Degree,AZ,"Less than $14,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,18,Female,High school graduate,OH,"$20,000 to $24,999",20 or less,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,61,Female,"College Degree (such as B.A., B.S.)",UT,"$70,000 to $74,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,21,Female,Middle School - Grades 4 - 8,AZ,"$80,000 to $84,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,69,Male,"Completed some college, but no degree",CA,"$25,000 to $29,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,22,Female,"Completed some college, but no degree",TX,"$90,000 to $94,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,39,Male,Masters degree,VA,"$250,000 and above",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,69,Female,"Completed some college, but no degree",CA,"Less than $14,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,46,Female,High school graduate,NC,"Less than $14,999",35 to 50,American Indian or Alaska Native
Donald Trump,"Yes, I will vote",Registered,47,Female,Masters degree,CA,"$100,000 to $124,999",35 to 50,Chinese
Joe Biden,"Yes, I will vote",Registered,45,Female,"College Degree (such as B.A., B.S.)",NJ,"$50,000 to $54,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,30,Male,Doctorate degree,CA,"$75,000 to $79,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,65,Male,Masters degree,IL,"$100,000 to $124,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,36,Male,Associate Degree,CA,"$65,000 to $69,999",35 to 50,other asian or pacific islander
Donald Trump,"Yes, I will vote",Registered,48,Male,Masters degree,AL,"$125,000 to $149,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,42,Male,Masters degree,DC,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,50,Male,"Completed some college, but no degree",FL,"$20,000 to $24,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,77,Male,Masters degree,CA,"$250,000 and above",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,53,Male,"Completed some college, but no degree",VA,"$35,000 to $39,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,33,Male,"College Degree (such as B.A., B.S.)",CO,"$175,000 to $199,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,40,Male,"College Degree (such as B.A., B.S.)",NY,"$125,000 to $149,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,42,Male,"College Degree (such as B.A., B.S.)",FL,"$85,000 to $89,999",35 to 50,Other race
Donald Trump,"Yes, I will vote",Registered,39,Male,Masters degree,PA,"$175,000 to $199,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,45,Male,Masters degree,NY,"$55,000 to $59,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,19,Female,High school graduate,CA,"$35,000 to $39,999",20 or less,Other race
Donald Trump,"Yes, I will vote",Registered,49,Female,"College Degree (such as B.A., B.S.)",LA,"$45,000 to $49,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,35,Male,High school graduate,OR,"Less than $14,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,32,Male,High school graduate,CT,"Less than $14,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,65,Male,"Completed some college, but no degree",NJ,"$150,000 to $174,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,20,Male,"Completed some college, but no degree",IL,"$95,000 to $99,999",20 or less,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,73,Male,Masters degree,CA,"$150,000 to $174,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,38,Male,Masters degree,AL,"$30,000 to $34,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,51,Male,"College Degree (such as B.A., B.S.)",FL,"$75,000 to $79,999",50 to 65,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,65,Female,Associate Degree,TN,"$50,000 to $54,999",50 to 65,American Indian or Alaska Native
Donald Trump,"Yes, I will vote",Registered,39,Male,Masters degree,MI,"$175,000 to $199,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,63,Male,High school graduate,OH,"$70,000 to $74,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,68,Male,"College Degree (such as B.A., B.S.)",FL,"$30,000 to $34,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,69,Male,"College Degree (such as B.A., B.S.)",NV,"$45,000 to $49,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,39,Female,"College Degree (such as B.A., B.S.)",CA,"$100,000 to $124,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,68,Male,"College Degree (such as B.A., B.S.)",VA,"$40,000 to $44,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,24,Male,"College Degree (such as B.A., B.S.)",TX,"$50,000 to $54,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,50,Female,"Completed some college, but no degree",FL,"$15,000 to $19,999",35 to 50,Other race
Donald Trump,"Yes, I will vote",Registered,51,Male,High school graduate,MI,"$75,000 to $79,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,29,Male,"Completed some college, but no degree",HI,"$45,000 to $49,999",21 to 35,other asian or pacific islander
Donald Trump,"Yes, I will vote",Registered,78,Male,Masters degree,IN,"$40,000 to $44,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,60,Male,"Completed some college, but no degree",GA,"Less than $14,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,48,Female,Masters degree,GA,"$15,000 to $19,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,65,Male,Masters degree,CT,"$200,000 to $249,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,63,Female,"College Degree (such as B.A., B.S.)",PA,"$55,000 to $59,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,45,Female,"College Degree (such as B.A., B.S.)",CA,"$100,000 to $124,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,70,Male,High school graduate,NC,"$15,000 to $19,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,39,Male,Masters degree,NY,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,73,Male,Doctorate degree,MA,"$250,000 and above",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,45,Female,"College Degree (such as B.A., B.S.)",MD,"$150,000 to $174,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,40,Female,Associate Degree,OH,"$15,000 to $19,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,69,Female,"College Degree (such as B.A., B.S.)",NY,"$50,000 to $54,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,31,Male,Masters degree,TN,"$150,000 to $174,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,36,Female,Masters degree,GA,"$50,000 to $54,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,39,Male,Doctorate degree,WA,"$200,000 to $249,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,41,Female,Completed some high school,FL,"Less than $14,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,37,Male,"College Degree (such as B.A., B.S.)",NC,"$45,000 to $49,999",35 to 50,Other race
Donald Trump,"Yes, I will vote",Registered,59,Female,High school graduate,WV,"$75,000 to $79,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,71,Female,Masters degree,FL,"$200,000 to $249,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,58,Female,High school graduate,MN,"$15,000 to $19,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,65,Female,"Completed some college, but no degree",IN,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,45,Female,"Completed some college, but no degree",OH,"$15,000 to $19,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,46,Female,Masters degree,FL,"$125,000 to $149,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,41,Female,Associate Degree,NY,"$100,000 to $124,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,67,Female,"College Degree (such as B.A., B.S.)",ME,"Less than $14,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,66,Female,"Completed some college, but no degree",FL,"$80,000 to $84,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,63,Female,High school graduate,RI,"$20,000 to $24,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,61,Female,Associate Degree,VA,"$100,000 to $124,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,75,Female,Masters degree,PA,"$60,000 to $64,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,46,Female,"Completed some college, but no degree",OH,"$50,000 to $54,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,79,Female,"College Degree (such as B.A., B.S.)",PA,"$50,000 to $54,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,67,Female,"Completed some college, but no degree",VA,"$100,000 to $124,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,31,Female,"Completed some college, but no degree",IL,"Less than $14,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,41,Female,"College Degree (such as B.A., B.S.)",KY,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,24,Male,"College Degree (such as B.A., B.S.)",SC,"$80,000 to $84,999",21 to 35,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,44,Male,Completed some high school,CO,"$30,000 to $34,999",35 to 50,White
